,Datetime,Tweet Id,Text,Username
0,2017-12-31 23:59:59+00:00,947618369401888768,Aprende como ganar 100 dolares cada día en https://t.co/XhFdTjkHFC #neobux #Clixsense #dolares #dolar,100dolaresdia
1,2017-12-31 23:59:28+00:00,947618239080693760,"@kmftanm Nop, generalmente trato de usar productos q no testean en animales y la mayor parte de mi maquillaje lo compre por una pag de afuera q vende todo por un dólar 💞",ClockworkDazai
2,2017-12-31 23:59:26+00:00,947618229026992130,"@JAZMendez64 @JPitaSousa Igual pasaría con el dolar, si se libera tenderia  a la baja, el temor infundado de fuga de capitales es un mito  ya que con eso lo que hacen ellos es comprar a10Bs y vender a 100mil Bs.  mientras vivió Dicom se observó oferta de entes que jamás pensábamos",jdiazw
3,2017-12-31 23:59:23+00:00,947618217828208640,cueca amarela pq em 2018 so quero dolar dolar dolar ouro ouro ouro,schoolboy_thi
4,2017-12-31 23:59:21+00:00,947618208185450496,"@bejaranobruno @manueltabaroni @AldoPestoy_Ar @mariorocco @altamirajorge @EICTV Nefasto es endeudarse por 100 años, un dólar a casi $19, el bondi a $8, el aumento de la nafta q se traslada a los precios, el tarifazo de los servicios, tocar el sueldo de un jubilado y dar la cara por el que se toma 84 días de vacaciones... CracK!!",Rubiareuperada
5,2017-12-31 23:58:41+00:00,947618040929140736,@SunaVarol_ Reza 8 milyar dolar rüşvet dağıtmış. Bakanlarınkini düşersek bu paranın geri kalanı kimin cebine girdi.,salimdizi
6,2017-12-31 23:58:38+00:00,947618026517561344,"Desejo 2018 pontos por dia no dólar para todos!!!! aaaauuuu!!!
#ProjetoOs10Porcento… https://t.co/MFpAflvCj3",olobodewallst
7,2017-12-31 23:57:58+00:00,947617860444151808,@renhique Faz uma cueca de dólar,nederito_
8,2017-12-31 23:56:16+00:00,947617434147663872,@PSUVobrero @dcabellor @DrodriguezVen @NicolasMaduro @chinarivas30 @ChikPSUV @maestratuitera @ConElMazoDando @Milly_COMBATIEN @cainecagua @RalitoDigital @anaderodriguez @AnonymousPatria @cmorlesVEN Ha que cobrarle los 5 mil millones de dolares que le robaron al pueblo del dólar preferencial hay que expropiarlos ya basta.,abilbaoc3
9,2017-12-31 23:54:13+00:00,947616914779639809,"“El precio del oro explotará y el dólar se hundirá por completo”, advierte economista que predijo la crisis de 2008 https://t.co/Z9kh7TAQpo",LaCronologia
